filename,type_a,type_b,type_c,type_d,echo,top_folder,subfolder,subtype,species_common,species_latin,relative_path
XC993273 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part E Nathusius,D.part_e_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part E Nathusius\XC993273 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC997489 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC997489 - Brown Long-eared Bat - Plecotus auritus.wav
XC997496 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC997496 - Brown Long-eared Bat - Plecotus auritus.wav
XC997499 - Common Noctule - Nyctalus noctula.wav,0,0,1,1,1,echolocation+type C+type D,Noctule,C.noctule+D.noctule+echolocation,Common Noctule,Nyctalus noctula,type C\Noctule\XC997499 - Common Noctule - Nyctalus noctula.wav
XC997503 - Common Noctule - Nyctalus noctula.wav,0,0,0,1,1,echolocation+type D,Noctule,D.noctule+echolocation,Common Noctule,Nyctalus noctula,type D\Noctule\XC997503 - Common Noctule - Nyctalus noctula.wav
XC997505 - Common Noctule - Nyctalus noctula.wav,0,0,1,1,1,echolocation+type C+type D,Noctule,C.noctule+D.noctule+echolocation,Common Noctule,Nyctalus noctula,type C\Noctule\XC997505 - Common Noctule - Nyctalus noctula.wav
XC997506 - Common Noctule - Nyctalus noctula.wav,0,0,0,1,1,echolocation+type D,Noctule,D.noctule+echolocation,Common Noctule,Nyctalus noctula,type D\Noctule\XC997506 - Common Noctule - Nyctalus noctula.wav
XC997518 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC997518 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC997523 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part E Nathusius,D.part_e_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part E Nathusius\XC997523 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC997525 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,1,1,1,echolocation+type C+type D,General,C.general+D.part_e_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type C\General\XC997525 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC997526 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,1,1,1,echolocation+type C+type D,General,C.general+D.part_e_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type C\General\XC997526 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC998719 - Eurasian Serotine - Eptesicus serotinus.wav,0,0,1,0,1,echolocation+type C,General,C.general+echolocation,Eurasian Serotine,Eptesicus serotinus,type C\General\XC998719 - Eurasian Serotine - Eptesicus serotinus.wav
XC998720 - Eurasian Serotine - Eptesicus serotinus.wav,0,0,1,0,1,echolocation+type C,General,C.general+echolocation,Eurasian Serotine,Eptesicus serotinus,type C\General\XC998720 - Eurasian Serotine - Eptesicus serotinus.wav
XC998879 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,1,0,0,0,0,type A,,type_a,Nathusius's Pipistrelle,Pipistrellus nathusii,type A\XC998879 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC998881 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,1,0,1,0,0,type A+type C,General,C.general+type_a,Nathusius's Pipistrelle,Pipistrellus nathusii,type A\XC998881 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC998883 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,1,1,0,0,0,type A+type B,roosting,B.roosting+type_a,Nathusius's Pipistrelle,Pipistrellus nathusii,type A\XC998883 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC998889 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,1,0,0,0,0,type A,,type_a,Nathusius's Pipistrelle,Pipistrellus nathusii,type A\XC998889 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC998890 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,1,0,0,0,0,type A,,type_a,Nathusius's Pipistrelle,Pipistrellus nathusii,type A\XC998890 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC998892 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,1,0,0,0,0,type A,,type_a,Nathusius's Pipistrelle,Pipistrellus nathusii,type A\XC998892 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC998894 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,1,0,0,0,0,type A,,type_a,Nathusius's Pipistrelle,Pipistrellus nathusii,type A\XC998894 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC998898 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,1,0,0,0,0,type A,,type_a,Nathusius's Pipistrelle,Pipistrellus nathusii,type A\XC998898 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC998988 - Eurasian Serotine - Eptesicus serotinus.wav,0,0,1,0,1,echolocation+type C,General,C.general+echolocation,Eurasian Serotine,Eptesicus serotinus,type C\General\XC998988 - Eurasian Serotine - Eptesicus serotinus.wav
XC998989 - Eurasian Serotine - Eptesicus serotinus.wav,0,1,0,0,1,echolocation+type B,in flight,B.in_flight+echolocation,Eurasian Serotine,Eptesicus serotinus,type B\in flight\XC998989 - Eurasian Serotine - Eptesicus serotinus.wav
XC998991 - Eurasian Serotine - Eptesicus serotinus.wav,0,0,1,0,1,echolocation+type C,General,C.general+echolocation,Eurasian Serotine,Eptesicus serotinus,type C\General\XC998991 - Eurasian Serotine - Eptesicus serotinus.wav
XC998992 - Eurasian Serotine - Eptesicus serotinus.wav,0,0,1,0,1,echolocation+type C,General,C.general+echolocation,Eurasian Serotine,Eptesicus serotinus,type C\General\XC998992 - Eurasian Serotine - Eptesicus serotinus.wav
XC998993 - Eurasian Serotine - Eptesicus serotinus.wav,0,0,1,0,1,echolocation+type C,General,C.general+echolocation,Eurasian Serotine,Eptesicus serotinus,type C\General\XC998993 - Eurasian Serotine - Eptesicus serotinus.wav
XC998994 - Eurasian Serotine - Eptesicus serotinus.wav,0,0,1,0,1,echolocation+type C,General,C.general+echolocation,Eurasian Serotine,Eptesicus serotinus,type C\General\XC998994 - Eurasian Serotine - Eptesicus serotinus.wav
XC998995 - Eurasian Serotine - Eptesicus serotinus.wav,0,0,1,0,1,echolocation+type C,General,C.general+echolocation,Eurasian Serotine,Eptesicus serotinus,type C\General\XC998995 - Eurasian Serotine - Eptesicus serotinus.wav
XC998998 - Eurasian Serotine - Eptesicus serotinus.wav,0,0,1,0,1,echolocation+type C,General,C.general+echolocation,Eurasian Serotine,Eptesicus serotinus,type C\General\XC998998 - Eurasian Serotine - Eptesicus serotinus.wav
XC999877 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Thrills Nathusius,D.thrills_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Thrills Nathusius\XC999877 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC999879 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Thrills Nathusius,D.thrills_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Thrills Nathusius\XC999879 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC999881 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Thrills Nathusius,D.thrills_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Thrills Nathusius\XC999881 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC999883 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Thrills Nathusius,D.thrills_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Thrills Nathusius\XC999883 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC999885 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Thrills Nathusius,D.thrills_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Thrills Nathusius\XC999885 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC999889 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Thrills Nathusius,D.thrills_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Thrills Nathusius\XC999889 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC999892 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Thrills Nathusius,D.thrills_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Thrills Nathusius\XC999892 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC999895 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC999895 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC999896 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC999896 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
